date,warehouse,orders,holiday_name,holiday,shutdown,mini_shutdown,shops_closed,winter_school_holidays,school_holidays,blackout,mov_change,frankfurt_shutdown,precipitation,snow,id,missing
2021-01-04,Prague_1,7984.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-01-04,0
2021-01-05,Prague_1,7466.0,,0,0,0,0,0,0,0,0,0,5,1,Prague_1_2021-01-05,0
2021-01-06,Prague_1,7422.0,,0,0,0,0,0,0,0,0,0,0,2,Prague_1_2021-01-06,0
2021-01-07,Prague_1,7669.0,,0,0,0,0,0,0,0,0,0,9,8,Prague_1_2021-01-07,0
2021-01-08,Prague_1,8083.0,,0,0,0,0,0,0,0,0,0,0,6,Prague_1_2021-01-08,0
2021-01-09,Prague_1,7555.0,,0,0,0,0,0,0,0,0,0,0,4,Prague_1_2021-01-09,0
2021-01-10,Prague_1,7435.0,,0,0,0,0,0,0,0,0,0,0,4,Prague_1_2021-01-10,0
2021-01-11,Prague_1,7766.0,,0,0,0,0,0,0,0,0,0,0,4,Prague_1_2021-01-11,0
2021-01-12,Prague_1,7854.0,,0,0,0,0,0,0,0,0,0,39,4,Prague_1_2021-01-12,0
2021-01-13,Prague_1,7728.0,,0,0,0,0,0,0,0,0,0,1,4,Prague_1_2021-01-13,0
2021-01-14,Prague_1,7873.0,,0,0,0,0,0,0,0,0,0,1,7,Prague_1_2021-01-14,0
2021-01-15,Prague_1,8191.0,,0,0,0,0,0,0,0,0,0,0,10,Prague_1_2021-01-15,0
2021-01-16,Prague_1,7660.0,,0,0,0,0,0,0,0,0,0,1,14,Prague_1_2021-01-16,0
2021-01-17,Prague_1,7352.0,,0,0,0,0,0,0,0,0,0,80,10,Prague_1_2021-01-17,0
2021-01-18,Prague_1,8212.0,,0,0,0,0,0,0,0,0,0,0,8,Prague_1_2021-01-18,0
2021-01-19,Prague_1,7993.0,,0,0,0,0,0,0,0,0,0,0,7,Prague_1_2021-01-19,0
2021-01-20,Prague_1,7669.0,,0,0,0,0,0,0,0,0,0,0,4,Prague_1_2021-01-20,0
2021-01-21,Prague_1,7903.0,,0,0,0,0,0,0,0,0,0,0,1,Prague_1_2021-01-21,0
2021-01-22,Prague_1,8491.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-01-22,0
2021-01-23,Prague_1,7846.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-01-23,0
2021-01-24,Prague_1,7346.0,,0,0,0,0,0,0,0,0,0,2,1,Prague_1_2021-01-24,0
2021-01-25,Prague_1,7776.0,,0,0,0,0,0,0,0,0,0,1,2,Prague_1_2021-01-25,0
2021-01-26,Prague_1,7735.0,,0,0,0,0,0,0,0,0,0,0,3,Prague_1_2021-01-26,0
2021-01-27,Prague_1,7561.0,,0,0,0,0,0,0,0,0,0,1,4,Prague_1_2021-01-27,0
2021-01-28,Prague_1,7855.0,,0,0,0,0,0,0,0,0,0,0,2,Prague_1_2021-01-28,0
2021-01-29,Prague_1,8269.0,,0,0,0,0,0,0,0,0,0,8,0,Prague_1_2021-01-29,0
2021-01-30,Prague_1,8113.0,,0,0,0,0,0,0,0,0,0,8,1,Prague_1_2021-01-30,0
2021-01-31,Prague_1,7134.0,,0,0,0,0,0,0,0,0,0,1,1,Prague_1_2021-01-31,0
2021-02-01,Prague_1,7531.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-02-01,0
2021-02-02,Prague_1,7676.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-02-02,0
2021-02-03,Prague_1,7813.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-02-03,0
2021-02-04,Prague_1,7876.0,,0,0,0,0,0,0,0,0,0,6,0,Prague_1_2021-02-04,0
2021-02-05,Prague_1,8438.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-02-05,0
2021-02-06,Prague_1,7740.0,,0,0,0,0,0,0,0,0,0,3,3,Prague_1_2021-02-06,0
2021-02-07,Prague_1,7854.0,,0,0,0,0,0,0,0,0,0,4,5,Prague_1_2021-02-07,0
2021-02-08,Prague_1,8029.0,,0,0,0,0,0,0,0,0,0,10,11,Prague_1_2021-02-08,0
2021-02-09,Prague_1,8232.0,,0,0,0,0,0,0,0,0,0,1,15,Prague_1_2021-02-09,0
2021-02-10,Prague_1,8046.0,,0,0,0,0,0,0,0,0,0,0,15,Prague_1_2021-02-10,0
2021-02-11,Prague_1,8332.0,,0,0,0,0,0,0,0,0,0,0,15,Prague_1_2021-02-11,0
2021-02-12,Prague_1,8028.0,,0,0,0,0,0,0,0,0,0,0,14,Prague_1_2021-02-12,0
2021-02-13,Prague_1,7748.0,,0,0,0,0,0,0,0,0,0,0,12,Prague_1_2021-02-13,0
2021-02-14,Prague_1,7568.0,,0,0,0,0,0,0,0,0,0,0,12,Prague_1_2021-02-14,0
2021-02-15,Prague_1,7681.0,,0,0,0,0,0,0,0,0,0,1,12,Prague_1_2021-02-15,0
2021-02-16,Prague_1,7816.0,,0,0,0,0,0,0,0,0,0,1,12,Prague_1_2021-02-16,0
2021-02-17,Prague_1,8150.0,,0,0,0,0,0,0,0,0,0,2,6,Prague_1_2021-02-17,0
2021-02-18,Prague_1,7603.0,,0,0,0,0,0,0,0,0,0,0,2,Prague_1_2021-02-18,0
2021-02-19,Prague_1,8077.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-02-19,0
2021-02-20,Prague_1,7922.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-02-20,0
2021-02-21,Prague_1,7754.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-02-21,0
2021-02-22,Prague_1,8064.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-02-22,0
2021-02-23,Prague_1,8533.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-02-23,0
2021-02-24,Prague_1,8310.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-02-24,0
2021-02-25,Prague_1,8510.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-02-25,0
2021-02-26,Prague_1,8221.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-02-26,0
2021-02-27,Prague_1,7636.0,,0,0,0,0,0,0,0,0,0,4,0,Prague_1_2021-02-27,0
2021-02-28,Prague_1,6914.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-02-28,0
2021-03-01,Prague_1,6888.0,,0,0,0,0,1,0,0,0,0,0,0,Prague_1_2021-03-01,0
2021-03-02,Prague_1,7554.0,,0,0,0,0,1,0,0,0,0,0,0,Prague_1_2021-03-02,0
2021-03-03,Prague_1,7718.0,,0,0,0,0,1,0,0,0,0,0,0,Prague_1_2021-03-03,0
2021-03-04,Prague_1,7849.0,,0,0,0,0,1,0,0,0,0,0,0,Prague_1_2021-03-04,0
2021-03-05,Prague_1,7890.0,,0,0,0,0,1,0,0,0,0,13,0,Prague_1_2021-03-05,0
2021-03-06,Prague_1,8086.0,,0,0,0,0,1,0,0,0,0,0,0,Prague_1_2021-03-06,0
2021-03-07,Prague_1,8432.0,,0,0,0,0,1,0,0,0,0,0,0,Prague_1_2021-03-07,0
2021-03-08,Prague_1,8212.0,International womens day,0,0,0,0,1,0,0,0,0,2,1,Prague_1_2021-03-08,0
2021-03-09,Prague_1,8558.0,,0,0,0,0,1,0,0,0,0,0,0,Prague_1_2021-03-09,0
2021-03-10,Prague_1,8522.0,,0,0,0,0,1,0,0,0,0,0,0,Prague_1_2021-03-10,0
2021-03-11,Prague_1,8554.0,,0,0,0,0,1,0,0,0,0,0,0,Prague_1_2021-03-11,0
2021-03-12,Prague_1,8155.0,,0,0,0,0,1,0,0,0,0,1,0,Prague_1_2021-03-12,0
2021-03-13,Prague_1,8426.0,,0,0,0,0,1,0,0,0,0,0,0,Prague_1_2021-03-13,0
2021-03-14,Prague_1,7984.0,,0,0,0,0,1,0,0,0,0,0,0,Prague_1_2021-03-14,0
2021-03-15,Prague_1,8371.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-03-15,0
2021-03-16,Prague_1,8641.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-03-16,0
2021-03-17,Prague_1,8760.0,,0,0,0,0,0,0,0,0,0,1,1,Prague_1_2021-03-17,0
2021-03-18,Prague_1,8560.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-03-18,0
2021-03-19,Prague_1,8574.0,,0,0,0,0,0,0,0,0,0,1,0,Prague_1_2021-03-19,0
2021-03-20,Prague_1,8482.0,,0,0,0,0,0,0,0,0,0,2,1,Prague_1_2021-03-20,0
2021-03-21,Prague_1,8262.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-03-21,0
2021-03-22,Prague_1,8263.0,,0,0,0,0,0,0,0,0,0,1,0,Prague_1_2021-03-22,0
2021-03-23,Prague_1,8328.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-03-23,0
2021-03-24,Prague_1,8076.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-03-24,0
2021-03-25,Prague_1,8304.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-03-25,0
2021-03-26,Prague_1,7838.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-03-26,0
2021-03-27,Prague_1,8760.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-03-27,0
2021-03-28,Prague_1,7692.0,,0,0,0,0,0,0,0,0,0,1,0,Prague_1_2021-03-28,0
2021-03-29,Prague_1,7993.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-03-29,0
2021-03-30,Prague_1,8056.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-03-30,0
2021-03-31,Prague_1,8470.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-03-31,0
2021-04-01,Prague_1,8744.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-04-01,0
2021-04-02,Prague_1,9224.0,Good Friday,1,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-04-02,0
2021-04-03,Prague_1,8491.0,,1,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-04-03,0
2021-04-04,Prague_1,7664.0,,1,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-04-04,0
2021-04-05,Prague_1,6936.0,Easter Monday,1,0,0,1,0,0,0,0,0,0,0,Prague_1_2021-04-05,0
2021-04-06,Prague_1,8568.0,,0,0,0,0,0,0,0,0,0,2,0,Prague_1_2021-04-06,0
2021-04-07,Prague_1,8046.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-04-07,0
2021-04-08,Prague_1,8462.0,,0,0,0,0,0,0,0,0,0,0,1,Prague_1_2021-04-08,0
2021-04-09,Prague_1,8868.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-04-09,0
2021-04-10,Prague_1,8359.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-04-10,0
2021-04-11,Prague_1,6961.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-04-11,0
2021-04-12,Prague_1,8326.0,,0,0,0,0,0,0,0,0,0,0,1,Prague_1_2021-04-12,0
2021-04-13,Prague_1,8028.0,,0,0,0,0,0,0,0,0,0,4,0,Prague_1_2021-04-13,0
2021-04-14,Prague_1,7822.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-04-14,0
2021-04-15,Prague_1,8196.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-04-15,0
2021-04-16,Prague_1,8683.0,,0,0,0,0,0,0,0,0,0,1,0,Prague_1_2021-04-16,0
2021-04-17,Prague_1,8244.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-04-17,0
2021-04-18,Prague_1,7064.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-04-18,0
2021-04-19,Prague_1,7962.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-04-19,0
2021-04-20,Prague_1,7759.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-04-20,0
2021-04-21,Prague_1,7795.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-04-21,0
2021-04-22,Prague_1,8131.0,,0,0,0,0,0,0,0,0,0,1,0,Prague_1_2021-04-22,0
2021-04-23,Prague_1,8722.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-04-23,0
2021-04-24,Prague_1,7608.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-04-24,0
2021-04-25,Prague_1,7204.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-04-25,0
2021-04-26,Prague_1,8124.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-04-26,0
2021-04-27,Prague_1,7692.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-04-27,0
2021-04-28,Prague_1,7766.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-04-28,0
2021-04-29,Prague_1,8257.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-04-29,0
2021-04-30,Prague_1,8892.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-04-30,0
2021-05-01,Prague_1,7627.0,Labour Day,1,0,0,0,0,0,0,0,0,11,0,Prague_1_2021-05-01,0
2021-05-02,Prague_1,7396.0,,0,0,0,0,0,0,0,0,0,24,0,Prague_1_2021-05-02,0
2021-05-03,Prague_1,7950.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-05-03,0
2021-05-04,Prague_1,7531.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-05-04,0
2021-05-05,Prague_1,7092.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-05-05,0
2021-05-06,Prague_1,7954.0,,0,0,0,0,0,0,0,0,0,2,0,Prague_1_2021-05-06,0
2021-05-07,Prague_1,9012.0,,0,0,0,0,0,0,0,0,0,1,0,Prague_1_2021-05-07,0
2021-05-08,Prague_1,8215.0,Den osvobozeni,1,0,0,1,0,0,0,0,0,0,0,Prague_1_2021-05-08,0
2021-05-09,Prague_1,7310.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-05-09,0
2021-05-10,Prague_1,7878.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-05-10,0
2021-05-11,Prague_1,6505.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-05-11,0
2021-05-12,Prague_1,7093.0,,0,0,0,0,0,0,0,0,0,15,0,Prague_1_2021-05-12,0
2021-05-13,Prague_1,8418.0,,0,0,0,0,0,0,0,0,0,38,0,Prague_1_2021-05-13,0
2021-05-14,Prague_1,8930.0,,0,0,0,0,0,0,0,0,0,8,0,Prague_1_2021-05-14,0
2021-05-15,Prague_1,7770.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-05-15,0
2021-05-16,Prague_1,6976.0,,0,0,0,0,0,0,0,0,0,2,0,Prague_1_2021-05-16,0
2021-05-17,Prague_1,7634.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-05-17,0
2021-05-18,Prague_1,7434.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-05-18,0
2021-05-19,Prague_1,7430.0,,0,0,0,0,0,0,0,0,0,1,0,Prague_1_2021-05-19,0
2021-05-20,Prague_1,7688.0,,0,0,0,0,0,0,0,0,0,2,0,Prague_1_2021-05-20,0
2021-05-21,Prague_1,8566.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-05-21,0
2021-05-22,Prague_1,7242.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-05-22,0
2021-05-23,Prague_1,6960.0,,0,0,0,0,0,0,0,0,0,2,0,Prague_1_2021-05-23,0
2021-05-24,Prague_1,7684.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-05-24,0
2021-05-25,Prague_1,7658.0,,0,0,0,0,0,0,0,0,0,2,0,Prague_1_2021-05-25,0
2021-05-26,Prague_1,7352.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-05-26,0
2021-05-27,Prague_1,7454.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-05-27,0
2021-05-28,Prague_1,8365.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-05-28,0
2021-05-29,Prague_1,6930.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-05-29,0
2021-05-30,Prague_1,6649.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-05-30,0
2021-05-31,Prague_1,7292.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-05-31,0
2021-06-01,Prague_1,7051.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-06-01,0
2021-06-02,Prague_1,7278.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-06-02,0
2021-06-03,Prague_1,7446.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-06-03,0
2021-06-04,Prague_1,8190.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-06-04,0
2021-06-05,Prague_1,6640.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-06-05,0
2021-06-06,Prague_1,6889.0,,0,0,0,0,0,0,0,0,0,15,0,Prague_1_2021-06-06,0
2021-06-07,Prague_1,7300.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-06-07,0
2021-06-08,Prague_1,7504.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-06-08,0
2021-06-09,Prague_1,7237.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-06-09,0
2021-06-10,Prague_1,7464.0,,0,0,0,0,0,0,0,0,0,2,0,Prague_1_2021-06-10,0
2021-06-11,Prague_1,8016.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-06-11,0
2021-06-12,Prague_1,6463.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-06-12,0
2021-06-13,Prague_1,6658.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-06-13,0
2021-06-14,Prague_1,7492.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-06-14,0
2021-06-15,Prague_1,7264.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-06-15,0
2021-06-16,Prague_1,7226.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-06-16,0
2021-06-17,Prague_1,7164.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-06-17,0
2021-06-18,Prague_1,7590.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-06-18,0
2021-06-19,Prague_1,6530.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-06-19,0
2021-06-20,Prague_1,6416.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-06-20,0
2021-06-21,Prague_1,7384.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-06-21,0
2021-06-22,Prague_1,7706.0,,0,0,0,0,0,0,0,0,0,22,0,Prague_1_2021-06-22,0
2021-06-23,Prague_1,7201.0,,0,0,0,0,0,0,0,0,0,28,0,Prague_1_2021-06-23,0
2021-06-24,Prague_1,6976.0,,0,0,0,0,0,0,0,0,0,2,0,Prague_1_2021-06-24,0
2021-06-25,Prague_1,7555.0,,0,0,0,0,0,0,0,0,0,9,0,Prague_1_2021-06-25,0
2021-06-26,Prague_1,6409.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-06-26,0
2021-06-27,Prague_1,6458.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-06-27,0
2021-06-28,Prague_1,8461.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-06-28,0
2021-06-29,Prague_1,7477.0,,0,0,0,0,0,0,0,0,0,13,0,Prague_1_2021-06-29,0
2021-06-30,Prague_1,6738.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-06-30,0
2021-07-01,Prague_1,6728.0,,0,0,0,0,0,0,0,0,0,1,0,Prague_1_2021-07-01,0
2021-07-02,Prague_1,7562.0,,0,0,0,0,0,0,0,0,0,6,0,Prague_1_2021-07-02,0
2021-07-03,Prague_1,5932.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-07-03,0
2021-07-04,Prague_1,5689.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-07-04,0
2021-07-05,Prague_1,5796.0,Cyrila a Metodej,1,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-07-05,0
2021-07-06,Prague_1,6132.0,Jan Hus,1,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-07-06,0
2021-07-07,Prague_1,6415.0,,0,0,0,0,0,0,0,0,0,2,0,Prague_1_2021-07-07,0
2021-07-08,Prague_1,6229.0,,0,0,0,0,0,0,0,0,0,30,0,Prague_1_2021-07-08,0
2021-07-09,Prague_1,7164.0,,0,0,0,0,0,0,0,0,0,14,0,Prague_1_2021-07-09,0
2021-07-10,Prague_1,6294.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-07-10,0
2021-07-11,Prague_1,6086.0,,0,0,0,0,0,0,0,0,0,4,0,Prague_1_2021-07-11,0
2021-07-12,Prague_1,6799.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-07-12,0
2021-07-13,Prague_1,6952.0,,0,0,0,0,0,0,0,0,0,11,0,Prague_1_2021-07-13,0
2021-07-14,Prague_1,6656.0,,0,0,0,0,0,0,0,0,0,21,0,Prague_1_2021-07-14,0
2021-07-15,Prague_1,6790.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-07-15,0
2021-07-16,Prague_1,7290.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-07-16,0
2021-07-17,Prague_1,6438.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-07-17,0
2021-07-18,Prague_1,6356.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-07-18,0
2021-07-19,Prague_1,6572.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-07-19,0
2021-07-20,Prague_1,6704.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-07-20,0
2021-07-21,Prague_1,6512.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-07-21,0
2021-07-22,Prague_1,6649.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-07-22,0
2021-07-23,Prague_1,6914.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-07-23,0
2021-07-24,Prague_1,5874.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-07-24,0
2021-07-25,Prague_1,6186.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-07-25,0
2021-07-26,Prague_1,6697.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-07-26,0
2021-07-27,Prague_1,6877.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-07-27,0
2021-07-28,Prague_1,6546.0,,0,0,0,0,0,0,0,0,0,4,0,Prague_1_2021-07-28,0
2021-07-29,Prague_1,6442.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-07-29,0
2021-07-30,Prague_1,7146.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-07-30,0
2021-07-31,Prague_1,6142.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-07-31,0
2021-08-01,Prague_1,6494.0,,0,0,0,0,0,0,0,0,0,19,0,Prague_1_2021-08-01,0
2021-08-02,Prague_1,6883.0,,0,0,0,0,0,0,0,0,0,5,0,Prague_1_2021-08-02,0
2021-08-03,Prague_1,6600.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-08-03,0
2021-08-04,Prague_1,6440.0,,0,0,0,0,0,0,0,0,0,3,0,Prague_1_2021-08-04,0
2021-08-05,Prague_1,6858.0,,0,0,0,0,0,0,0,0,0,5,0,Prague_1_2021-08-05,0
2021-08-06,Prague_1,7016.0,,0,0,0,0,0,0,0,0,0,0,0,Prague_1_2021-08-06,0
